,cut,color,clarity,depth,table,x,y,z,carat,price
21532,2,7,1,60.7,59.0,7.61,7.65,4.63,1.64,9632
21533,4,5,4,62.2,57.0,6.85,6.81,4.25,1.22,9633
21534,4,5,5,61.4,57.0,6.69,6.66,4.1,1.12,9634
21535,4,4,6,61.7,56.0,6.18,6.23,3.83,0.91,9636
21536,2,8,4,61.8,63.0,7.34,7.28,4.52,1.51,9640
21537,3,8,4,60.0,58.0,7.51,7.45,4.49,1.51,9640
21538,4,5,5,61.2,56.0,6.65,6.68,4.08,1.1,9641
21539,4,5,4,62.0,55.0,6.81,6.83,4.23,1.2,9641
21540,2,4,5,63.4,56.0,6.32,6.37,4.02,1.01,9642
21541,2,7,2,60.9,59.0,7.43,7.49,4.54,1.52,9642
21542,3,6,2,61.2,58.0,7.34,7.44,4.52,1.5,9645
21543,2,6,2,61.5,59.0,7.31,7.39,4.52,1.5,9645
21544,4,6,5,61.4,56.0,6.56,6.62,4.04,1.06,9645
21545,4,5,6,62.4,56.0,6.44,6.42,4.01,1.02,9645
21546,3,4,2,62.9,62.0,7.31,7.21,4.57,1.51,9647
21547,3,5,4,60.7,55.0,6.87,6.8,4.15,1.18,9648
21548,4,3,4,62.3,56.0,6.63,6.59,4.12,1.09,9650
21549,1,8,1,63.8,63.0,7.89,7.84,5.02,2.03,9651
21550,3,5,2,62.9,58.0,7.2,7.14,4.51,1.44,9653
21551,2,5,4,61.1,61.0,6.79,6.87,4.17,1.21,9656
21552,3,8,1,62.5,60.0,8.04,7.95,5.0,2.01,9658
21553,3,8,1,62.1,60.0,8.1,8.03,5.01,2.01,9658
21554,3,8,1,63.0,59.0,8.04,7.97,5.04,2.01,9658
21555,3,8,3,62.4,58.0,7.7,7.65,4.79,1.76,9659
21556,4,5,1,62.6,55.0,7.69,7.64,4.8,1.76,9659
21557,3,8,3,59.8,59.0,7.61,7.53,4.53,1.54,9659
21558,1,5,7,60.7,64.0,6.42,6.4,3.89,1.0,9660
21559,4,5,4,62.5,54.0,6.82,6.85,4.27,1.23,9660
21560,3,3,5,61.3,58.0,6.42,6.37,3.92,1.0,9660
21561,2,7,2,60.7,63.0,7.3,7.27,4.42,1.5,9660
21562,4,9,3,62.1,57.0,7.71,7.66,4.77,1.75,9663
21563,2,6,2,63.4,58.0,7.19,7.3,4.59,1.51,9664
21564,2,8,2,62.0,58.0,7.34,7.4,4.57,1.52,9664
21565,3,6,1,62.7,59.0,7.67,7.66,4.8,1.77,9664
21566,2,8,0,63.5,56.0,8.81,8.77,5.58,2.68,9665
21567,2,5,6,62.8,60.0,6.4,6.34,4.0,1.01,9667
21568,4,5,5,62.5,55.0,6.52,6.6,4.1,1.09,9668
21569,4,5,4,61.5,56.0,6.63,6.66,4.09,1.1,9669
21570,1,3,2,64.1,62.0,7.21,7.15,4.6,1.51,9674
21571,3,6,3,62.5,58.0,6.74,6.67,4.19,1.2,9677
21572,1,6,4,63.6,58.0,7.01,6.96,4.44,1.44,9677
21573,0,7,3,57.4,61.0,7.49,7.63,4.34,1.51,9678
21574,2,4,5,63.4,55.0,6.46,6.51,4.11,1.06,9680
21575,2,3,4,59.9,55.0,6.69,6.71,4.01,1.07,9681
21576,4,9,3,62.1,56.0,7.47,7.51,4.65,1.6,9681
21577,1,7,2,61.8,62.0,7.25,7.29,4.49,1.51,9681
21578,3,8,3,60.5,59.0,7.44,7.41,4.49,1.51,9682
21579,0,7,1,64.5,55.0,7.58,7.52,4.87,1.7,9682
21580,3,6,3,58.6,61.0,7.21,7.17,4.21,1.33,9682
21581,3,6,3,62.3,59.0,7.02,6.97,4.36,1.33,9682
21582,2,8,3,62.0,60.0,7.5,7.57,4.67,1.62,9683
21583,2,9,4,63.6,58.0,7.52,7.54,4.79,1.7,9683
21584,2,8,7,60.6,61.0,7.32,7.41,4.46,1.45,9683
21585,4,9,4,62.1,54.0,7.46,7.49,4.64,1.57,9683
21586,4,6,6,61.5,57.0,6.47,6.52,3.99,1.03,9691
21587,3,5,1,60.5,61.0,7.7,7.65,4.64,1.65,9693
21588,2,5,4,59.1,58.0,7.06,7.09,4.18,1.23,9694
21589,2,7,2,62.1,59.0,7.28,7.33,4.54,1.51,9694
21590,4,3,4,61.1,57.0,6.68,6.75,4.1,1.12,9694
21591,4,7,2,62.7,56.0,7.32,7.38,4.61,1.51,9694
21592,4,8,2,61.3,56.0,7.64,7.56,4.66,1.63,9694
21593,3,7,2,58.8,59.0,7.53,7.47,4.41,1.5,9697
21594,3,7,2,62.4,58.0,7.33,7.28,4.56,1.5,9697
21595,2,3,1,62.9,61.0,7.37,7.41,4.65,1.57,9698
21596,3,6,7,61.2,59.0,6.78,6.71,4.13,1.13,9698
21597,4,6,5,61.0,55.0,6.95,6.93,4.23,1.23,9698
21598,3,6,4,62.7,58.0,6.96,7.01,4.38,1.33,9699
21599,3,7,2,61.0,58.0,7.44,7.39,4.52,1.52,9700
21600,4,7,2,61.8,57.0,7.43,7.32,4.56,1.52,9700
21601,1,8,4,57.2,62.0,7.64,7.61,4.36,1.5,9702
21602,1,8,4,57.2,62.0,7.64,7.61,4.36,1.5,9702
21603,3,5,3,60.8,58.0,6.98,6.93,4.23,1.25,9702
21604,4,6,6,61.4,55.0,6.59,6.66,4.06,1.07,9703
21605,4,6,2,60.7,57.0,7.41,7.38,4.49,1.52,9704
21606,3,9,2,61.3,59.0,7.83,7.71,4.76,1.77,9704
21607,2,8,4,60.5,60.0,7.42,7.46,4.5,1.51,9704
21608,4,6,1,60.7,55.0,7.54,7.51,4.57,1.55,9704
21609,3,7,3,60.6,61.0,7.46,7.42,4.51,1.52,9704
21610,0,3,2,64.6,64.0,7.18,7.16,4.63,1.52,9704
21611,2,4,5,62.8,58.0,6.42,6.45,4.04,1.04,9705
21612,3,4,2,58.8,59.0,7.69,7.61,4.5,1.59,9705
21613,2,6,5,59.3,58.0,6.97,6.99,4.14,1.22,9706
21614,2,7,3,62.0,55.0,7.26,7.37,4.57,1.5,9706
21615,2,9,4,61.2,59.0,7.65,7.72,4.7,1.71,9707
21616,3,6,2,62.2,58.0,7.51,7.45,4.65,1.59,9707
21617,4,4,4,62.4,54.0,6.74,6.79,4.22,1.18,9709
21618,3,6,2,60.3,59.0,7.39,7.44,4.47,1.51,9710
21619,4,4,3,61.9,56.0,6.65,6.68,4.13,1.12,9710
21620,3,4,5,61.8,59.0,6.42,6.39,3.96,1.01,9711
21621,3,4,5,62.4,58.0,6.42,6.36,3.99,1.01,9711
21622,4,4,5,61.0,57.0,6.63,6.54,4.02,1.06,9712
21623,4,8,1,61.2,55.0,7.79,7.76,4.76,1.76,9714
21624,4,6,4,61.4,54.0,7.09,7.13,4.37,1.32,9715
21625,3,6,0,61.7,60.0,8.54,8.49,5.25,2.43,9716
21626,3,5,1,62.6,57.0,7.37,7.33,4.6,1.53,9716
21627,1,3,2,63.4,63.0,7.19,7.23,4.57,1.5,9718
21628,3,3,3,62.5,59.0,6.91,6.85,4.3,1.26,9720
21629,3,5,6,61.0,60.0,6.39,6.43,3.91,1.0,9724
21630,4,9,2,62.8,58.0,8.02,7.97,5.02,2.01,9725
21631,3,6,0,62.4,58.0,8.08,8.17,5.07,2.04,9727
21632,2,4,1,58.8,58.0,7.53,7.61,4.45,1.51,9727
21633,3,9,1,59.7,56.0,8.18,8.13,4.87,2.02,9728
21634,2,5,5,63.7,59.0,6.34,6.38,4.05,1.02,9728
21635,2,6,4,60.1,56.0,7.16,7.21,4.32,1.35,9729
21636,3,8,2,61.7,58.0,7.54,7.51,4.64,1.63,9730
21637,3,6,1,62.5,57.0,7.57,7.54,4.72,1.63,9730
21638,4,8,3,62.4,54.1,7.3,7.35,4.57,1.5,9730
21639,1,8,2,63.7,58.0,7.48,7.4,4.74,1.63,9730
21640,2,4,1,61.8,57.0,7.34,7.32,4.53,1.51,9731
21641,4,6,5,61.8,56.0,6.66,6.69,4.12,1.11,9734
21642,2,7,5,59.7,60.0,7.19,7.22,4.3,1.34,9735
21643,4,4,5,62.7,56.0,6.42,6.46,4.04,1.01,9735
21644,3,3,3,59.3,58.0,7.03,7.09,4.19,1.24,9738
21645,3,5,4,60.1,59.0,6.99,7.02,4.21,1.24,9738
21646,2,6,4,60.2,58.0,6.96,7.0,4.2,1.24,9738
21647,2,3,5,59.9,61.0,6.42,6.5,3.87,1.0,9740
21648,2,3,5,63.0,59.0,6.35,6.38,4.01,1.0,9740
21649,1,6,3,63.7,57.0,7.21,7.18,4.58,1.51,9741
21650,4,6,6,61.2,56.0,6.89,6.86,4.21,1.2,9744
21651,4,4,2,62.4,56.0,7.36,7.31,4.58,1.5,9744
21652,2,7,1,63.8,55.0,7.47,7.55,4.79,1.7,9745
21653,3,6,2,61.7,59.0,7.4,7.31,4.54,1.53,9747
21654,4,7,4,60.7,56.0,7.31,7.22,1.41,1.41,9752
21655,3,3,3,59.4,59.0,6.99,6.92,4.13,1.22,9756
21656,4,5,4,61.5,56.0,6.89,6.84,4.22,1.22,9756
21657,3,3,3,62.0,60.0,6.79,6.74,4.22,1.22,9756
21658,4,5,4,62.6,55.0,6.86,6.82,4.28,1.22,9756
21659,3,6,5,62.5,55.0,6.84,6.8,4.26,1.21,9757
21660,2,8,4,60.4,59.0,7.35,7.42,4.46,1.5,9759
21661,4,5,3,61.9,57.0,6.86,6.9,4.26,1.23,9759
21662,3,8,1,60.6,57.0,7.78,7.71,4.69,1.71,9760
21663,3,8,4,60.8,61.0,7.39,7.35,4.48,1.5,9761
21664,4,5,4,62.0,55.0,6.95,6.91,4.3,1.25,9761
21665,4,8,3,62.6,57.0,7.31,7.26,4.56,1.5,9761
21666,3,7,2,60.3,62.0,7.54,7.41,4.51,1.51,9762
21667,3,7,2,60.7,58.0,7.5,7.46,4.54,1.55,9763
21668,1,7,2,64.3,60.0,7.14,7.23,4.62,1.5,9768
21669,3,7,2,62.7,58.0,7.27,7.34,4.58,1.5,9768
21670,3,7,1,60.4,62.0,7.96,7.9,4.79,1.96,9769
21671,2,5,2,62.8,59.0,7.13,7.18,4.49,1.46,9770
21672,1,7,2,63.1,58.0,7.33,7.38,4.64,1.58,9774
21673,1,8,4,58.6,62.0,7.59,7.66,4.47,1.58,9775
21674,3,6,2,62.4,59.0,7.63,7.57,4.74,1.7,9777
21675,3,6,5,61.3,56.0,6.88,6.85,4.21,1.21,9779
21676,2,7,2,63.4,55.0,7.25,7.3,4.61,1.52,9780
21677,2,8,1,61.4,63.0,8.19,7.96,4.96,2.01,9781
21678,2,3,1,59.1,58.0,7.45,7.48,4.41,1.52,9781
21679,4,6,6,61.9,55.0,6.75,6.78,4.19,1.16,9781
21680,2,3,1,63.1,56.0,7.17,7.28,4.56,1.5,9783
21681,4,6,6,62.8,56.0,6.75,6.73,4.23,1.2,9784
21682,1,5,1,57.5,58.0,7.82,7.67,4.45,1.56,9784
21683,3,8,3,60.2,58.0,7.63,7.56,4.57,1.6,9784
21684,1,8,3,57.2,62.0,7.72,7.66,4.4,1.56,9784
21685,4,5,6,62.7,57.0,6.5,6.41,4.05,1.05,9784
21686,4,6,5,62.5,54.4,6.75,6.82,4.24,1.2,9785
21687,4,5,4,61.6,55.0,6.62,6.67,4.09,1.09,9786
21688,4,8,2,62.5,54.0,7.45,7.37,4.63,1.56,9788
21689,4,6,5,61.2,56.0,6.92,6.88,4.22,1.24,9788
21690,3,8,6,62.4,59.0,4.4,4.44,2.76,0.34,626
21691,1,3,2,63.1,57.0,4.44,4.46,2.81,0.34,626
21692,4,8,6,61.8,56.0,4.47,4.5,2.77,0.34,626
21693,3,8,6,60.5,59.0,4.48,4.54,2.73,0.34,626
21694,3,3,2,59.7,59.0,4.54,4.57,2.72,0.34,626
21695,2,3,2,62.0,56.0,4.43,4.47,2.76,0.34,626
21696,4,3,2,61.3,57.0,4.44,4.5,2.74,0.34,626
21697,3,8,6,62.6,58.0,4.45,4.47,2.79,0.34,626
21698,3,3,2,62.4,58.0,4.42,4.46,2.77,0.34,626
21699,4,3,2,60.6,56.0,4.51,4.54,2.74,0.34,626
21700,2,6,5,62.7,55.0,4.32,4.35,2.72,0.31,627
21701,2,9,3,61.6,57.0,4.79,4.82,2.96,0.41,627
21702,4,8,6,61.8,55.0,4.53,4.56,2.81,0.35,627
21703,4,6,6,62.5,56.0,4.15,4.18,2.6,0.27,627
21704,4,4,3,61.7,57.0,4.35,4.37,2.69,0.31,627
21705,4,6,4,60.6,56.0,4.38,4.4,2.66,0.31,627
21706,4,6,2,61.6,56.0,4.36,4.4,2.7,0.31,627
21707,4,6,2,61.6,55.0,4.37,4.39,2.7,0.31,627
21708,4,6,2,61.7,55.0,4.38,4.4,2.71,0.31,627
21709,4,6,7,61.2,57.0,4.17,4.2,2.56,0.27,627
21710,4,6,7,62.0,56.0,4.14,4.17,2.58,0.27,627
21711,0,5,0,67.1,57.0,4.92,4.87,3.28,0.5,627
21712,0,5,0,68.3,58.0,4.91,4.78,3.32,0.5,627
21713,2,4,3,62.8,56.0,4.4,4.42,2.77,0.33,627
21714,2,4,3,61.9,58.0,4.42,4.47,2.75,0.33,627
21715,2,5,5,60.2,58.0,4.26,4.28,2.57,0.28,628
21716,4,7,5,59.8,57.0,4.48,4.52,2.69,0.32,628
21717,4,7,5,61.5,55.0,4.41,4.44,2.72,0.32,628
21718,4,7,5,62.2,54.0,4.42,4.46,2.76,0.32,628
21719,4,7,5,61.6,55.0,4.43,4.46,2.74,0.32,628
21720,2,5,0,58.7,61.0,8.31,8.33,4.88,2.06,9789
21721,3,3,1,61.5,60.0,7.44,7.39,4.56,1.52,9789
21722,2,6,1,62.2,58.0,7.55,7.62,4.72,1.65,9791
21723,1,6,1,63.8,55.0,7.79,7.73,4.95,1.86,9791
21724,2,3,1,63.2,60.0,7.84,7.79,4.94,1.88,9791
21725,2,5,5,60.8,57.0,6.7,6.73,4.08,1.11,9792
21726,3,9,2,61.7,60.0,8.12,8.09,5.0,2.01,9793
21727,4,6,3,61.8,56.0,7.51,7.44,4.62,1.59,9794
21728,4,4,3,61.7,57.0,6.67,6.71,4.13,1.13,9796
21729,2,5,4,59.1,60.0,7.13,7.18,4.23,1.31,9797
21730,4,3,5,62.0,56.0,6.46,6.55,4.03,1.03,9798
21731,4,6,6,62.2,53.0,6.76,6.79,4.21,1.17,9799
21732,4,6,6,61.9,56.0,6.73,6.78,4.18,1.17,9799
21733,4,4,2,60.7,55.0,7.67,7.64,4.65,1.64,9801
21734,2,8,3,62.8,59.0,7.27,7.31,4.58,1.53,9802
21735,2,4,3,59.5,57.0,7.03,7.15,4.22,1.26,9802
21736,0,8,1,66.6,56.0,7.8,7.77,5.19,2.04,9802
21737,2,6,5,62.0,58.0,6.77,6.82,4.21,1.23,9803
21738,2,8,3,60.8,58.0,7.36,7.42,4.49,1.5,9804
21739,2,5,6,60.2,58.0,6.57,6.65,3.98,1.07,9808
21740,4,5,1,62.3,55.5,7.36,7.42,4.61,1.55,9808
21741,2,5,6,61.4,58.0,6.39,6.44,3.94,1.01,9810
21742,3,6,4,60.2,60.0,7.12,7.2,4.31,1.33,9813
21743,4,8,2,60.2,57.0,7.56,7.72,4.6,1.59,9813
21744,4,9,6,62.2,59.0,7.3,7.32,4.55,1.5,9814
21745,2,4,5,59.1,58.0,6.5,6.57,3.86,1.0,9815
21746,2,5,1,62.9,55.0,7.26,7.28,4.57,1.5,9817
21747,2,3,1,58.6,59.0,7.43,7.48,4.37,1.52,9817
21748,4,5,5,61.2,56.0,6.68,6.65,4.08,1.1,9817
21749,2,7,2,61.6,54.0,7.41,7.47,4.58,1.55,9818
21750,4,9,4,61.8,56.0,7.53,7.58,4.67,1.63,9819
21751,2,6,7,61.0,58.0,6.7,6.72,4.09,1.12,9820
21752,4,6,5,61.6,55.0,6.68,6.74,4.13,1.12,9820
21753,3,7,2,61.0,60.0,7.33,7.27,4.45,1.5,9820
21754,1,7,3,64.0,59.0,7.19,7.25,4.62,1.51,9821
21755,2,7,3,62.3,61.0,7.27,7.3,4.54,1.51,9821
21756,3,3,1,59.9,62.0,7.51,7.44,4.48,1.54,9821
21757,2,8,4,59.3,58.0,7.5,7.54,4.46,1.53,9823
21758,0,9,0,65.9,57.0,9.15,9.02,5.98,3.11,9823
21759,4,8,3,60.0,61.0,7.39,7.42,4.44,1.5,9827
21760,2,8,5,63.3,58.0,7.24,7.21,4.57,1.5,9828
21761,1,8,4,57.9,60.0,7.48,7.44,4.32,1.5,9828
21762,4,4,2,61.9,57.0,7.37,7.31,4.54,1.5,9828
21763,3,8,4,61.6,59.0,7.32,7.26,4.49,1.5,9828
21764,3,4,1,58.1,60.0,7.59,7.53,4.39,1.52,9831
21765,4,6,7,62.3,56.0,6.55,6.59,4.09,1.08,9831
21766,4,7,2,61.3,56.0,7.4,7.44,4.55,1.51,9833
21767,1,4,1,63.2,56.0,7.26,7.32,4.61,1.51,9833
21768,3,7,2,61.3,60.0,7.29,7.33,4.48,1.51,9833
21769,3,9,4,60.6,59.0,7.67,7.61,4.63,1.64,9836
21770,3,3,3,59.3,59.0,7.03,6.96,4.15,1.23,9836
21771,4,3,3,62.3,57.0,6.86,6.82,4.26,1.23,9836
21772,4,5,4,62.5,54.0,6.85,6.82,4.27,1.23,9836
21773,2,6,4,62.5,57.0,6.92,6.96,4.34,1.3,9837
21774,2,6,2,62.9,58.0,7.25,7.28,4.57,1.51,9841
21775,4,4,5,61.3,56.0,6.55,6.59,4.03,1.05,9843
21776,2,8,2,61.8,58.0,7.55,7.66,4.7,1.7,9845
21777,4,5,5,62.5,55.0,6.6,6.52,4.1,1.09,9845
21778,3,5,4,61.1,57.0,6.93,6.89,4.22,1.21,9846
21779,3,8,3,62.5,58.0,7.5,7.42,4.66,1.57,9847
21780,3,8,3,62.6,58.0,7.4,7.36,4.62,1.57,9847
21781,3,8,1,62.1,59.0,8.13,8.07,5.03,2.05,9850
21782,3,8,1,62.0,58.0,8.13,8.08,5.02,2.05,9850
21783,3,8,1,62.0,58.0,8.13,8.08,5.02,2.05,9850
21784,2,6,1,63.3,57.0,8.03,7.96,5.06,2.02,9853
21785,4,8,3,61.8,57.0,7.44,7.39,4.58,1.53,9853
21786,0,9,1,64.6,55.0,7.93,7.84,5.09,2.02,9853
21787,4,6,5,61.0,56.0,6.69,6.73,4.09,1.1,9856
21788,4,6,4,62.0,57.0,7.47,7.43,4.62,1.6,9856
21789,2,8,4,62.7,58.0,7.42,7.37,4.64,1.56,9857
21790,3,4,5,59.6,60.0,6.61,6.58,3.93,1.05,9858
21791,4,4,5,61.4,56.0,6.55,6.65,4.05,1.07,9863
21792,4,6,4,62.0,57.0,6.83,6.87,4.25,1.23,9863
21793,4,7,1,61.9,59.0,7.59,7.67,4.72,1.7,9864
21794,1,5,7,63.2,63.0,6.24,6.26,3.95,1.0,9867
21795,2,5,6,61.1,57.0,6.36,6.51,3.93,1.0,9870
21796,4,3,4,61.9,54.0,6.63,6.68,4.12,1.11,9870
21797,4,5,5,60.9,56.0,6.54,6.49,3.97,1.02,9870
21798,4,6,6,59.6,57.0,6.89,6.81,4.08,1.13,9872
21799,3,6,5,61.2,58.0,6.84,6.88,4.2,1.2,9873
21800,4,6,3,60.1,57.0,6.94,6.98,4.18,1.21,9873
21801,2,3,2,59.5,61.0,7.21,7.24,4.3,1.36,9874
21802,3,3,1,62.9,61.0,7.41,7.37,4.65,1.57,9875
21803,3,6,4,62.7,58.0,7.01,6.96,4.38,1.33,9876
21804,3,8,4,62.0,57.0,7.39,7.35,4.57,1.53,9877
21805,2,6,5,60.4,56.0,6.96,6.91,4.19,1.21,9878
21806,1,7,4,63.8,61.0,7.17,7.12,4.56,1.5,9878
21807,4,3,1,59.7,55.0,7.9,7.84,4.7,1.74,9880
21808,4,5,6,61.3,54.0,6.56,6.62,4.04,1.03,9881
21809,1,8,2,63.2,57.0,7.49,7.53,4.75,1.71,9881
21810,3,4,5,62.8,58.0,6.45,6.42,4.04,1.04,9882
21811,3,9,5,62.6,59.0,7.54,7.58,4.73,1.66,9882
21812,2,5,4,59.0,60.0,7.0,7.07,4.15,1.24,9885
21813,4,4,4,62.4,54.0,6.79,6.74,4.22,1.18,9886
21814,4,9,3,62.1,56.0,7.74,7.69,4.79,1.75,9890
21815,4,6,4,62.7,57.0,7.04,7.1,4.43,1.34,9890
21816,4,6,4,62.2,56.0,7.01,7.05,4.37,1.31,9891
21817,4,6,4,61.5,57.0,7.02,7.06,4.33,1.31,9891
21818,3,6,4,61.5,59.0,7.0,7.06,4.32,1.31,9891
21819,4,8,3,62.6,55.0,7.29,7.34,4.58,1.51,9891
21820,4,8,3,61.6,54.0,7.38,7.42,4.57,1.51,9891
21821,1,6,2,60.2,61.0,7.27,7.32,4.39,1.5,9892
21822,3,3,1,63.0,62.0,7.28,7.23,4.57,1.51,9894
21823,2,3,2,63.4,63.0,7.23,7.19,4.57,1.5,9895
21824,2,7,4,59.5,63.0,7.44,7.51,4.45,1.53,9896
21825,3,5,4,62.7,58.0,6.86,6.93,4.32,1.26,9896
21826,4,4,5,62.4,56.0,6.51,6.47,4.05,1.04,9897
21827,1,7,2,63.8,60.0,7.24,7.3,4.64,1.52,9898
21828,1,7,2,63.6,57.0,7.25,7.3,4.63,1.52,9898
21829,2,8,1,62.0,57.0,7.7,7.74,4.78,1.76,9898
21830,2,4,1,62.0,57.0,7.47,7.54,4.65,1.6,9900
21831,2,4,1,60.7,55.0,7.39,7.44,4.5,1.5,9900
21832,3,4,1,61.2,59.0,7.36,7.41,4.52,1.5,9900
21833,3,8,4,62.7,59.0,7.25,7.3,4.56,1.5,9900
21834,4,8,4,61.3,57.0,7.32,7.35,4.5,1.5,9900
21835,4,6,7,62.3,55.0,6.73,6.79,4.21,1.16,9901
21836,4,6,7,62.0,57.0,6.7,6.73,4.16,1.16,9901
21837,2,3,4,59.7,58.0,6.69,6.72,4.0,1.1,9901
21838,4,8,2,62.9,57.0,7.57,7.5,4.74,1.7,9901
21839,4,8,2,62.4,56.0,7.52,7.48,4.68,1.6,9901
21840,3,9,3,61.0,59.0,7.66,7.62,4.66,1.7,9901
21841,4,4,5,61.0,57.0,6.61,6.57,4.02,1.04,9901
21842,3,5,6,61.0,60.0,6.43,6.39,3.91,1.0,9901
21843,2,5,2,62.8,56.0,7.26,7.33,4.58,1.5,9904
21844,2,4,4,59.4,56.0,6.94,7.0,4.14,1.2,9904
21845,3,6,0,62.4,58.0,8.17,8.08,5.07,2.04,9905
21846,4,6,4,61.9,55.0,6.96,6.91,4.29,1.26,9907
21847,2,5,6,62.1,58.0,6.37,6.41,3.97,1.01,9908
21848,1,8,5,63.3,58.0,7.24,7.27,4.59,1.5,9909
21849,3,4,1,62.4,60.0,7.36,7.41,4.61,1.56,9909
21850,3,5,3,60.4,59.0,7.06,7.12,4.28,1.3,9909
21851,4,8,3,61.5,56.0,7.49,7.56,4.63,1.57,9912
21852,4,3,3,62.3,56.0,6.81,6.78,4.23,1.2,9912
21853,3,5,4,60.1,59.0,7.02,6.99,4.21,1.24,9916
21854,3,3,3,59.3,58.0,7.09,7.03,4.19,1.24,9916
21855,4,6,4,62.4,54.0,6.78,6.81,4.24,1.19,9918
21856,3,3,5,63.0,59.0,6.38,6.35,4.01,1.0,9918
21857,3,3,5,59.9,61.0,6.5,6.42,3.87,1.0,9918
21858,4,5,4,62.3,57.0,6.79,6.83,4.24,1.22,9920
21859,4,6,5,62.2,56.1,6.8,6.87,4.25,1.23,9921
21860,4,6,5,62.4,55.0,6.8,6.88,4.27,1.23,9921
21861,2,8,2,62.4,56.0,7.46,7.48,4.66,1.59,9925
21862,3,5,0,62.2,56.0,9.24,9.13,5.73,3.01,9925
21863,4,8,2,61.5,57.0,7.4,7.35,4.54,1.5,9926
21864,3,5,2,62.8,58.0,7.35,7.32,4.61,1.54,9926
21865,2,4,5,61.7,60.0,6.32,6.35,3.91,1.01,9930
21866,3,5,4,58.0,58.0,7.16,7.02,4.11,1.24,9930
21867,4,6,7,61.9,55.0,6.64,6.68,4.12,1.11,9931
21868,4,4,5,61.7,54.0,6.49,6.52,4.02,1.03,9932
21869,4,3,3,62.6,56.0,6.84,6.87,4.29,1.25,9933
21870,3,3,4,61.7,59.0,6.72,6.77,4.16,1.17,9934
21871,4,3,3,61.4,56.0,6.88,6.79,4.2,1.2,9935
21872,2,4,1,62.3,62.0,7.15,7.26,4.49,1.51,9936
21873,3,9,3,62.8,59.0,7.6,7.55,4.76,1.7,9939
21874,2,6,5,59.3,58.0,7.01,7.05,4.17,1.21,9942
21875,4,8,2,63.5,61.0,7.29,7.33,4.64,1.54,9942
21876,2,7,2,63.2,55.0,7.46,7.41,4.7,1.6,9946
21877,1,7,2,64.3,60.0,7.23,7.14,4.62,1.5,9946
21878,4,5,1,61.9,57.0,7.33,7.37,4.55,1.52,9948
21879,3,6,2,61.6,57.0,7.4,7.33,4.54,1.52,9952
21880,3,6,2,62.9,55.0,7.28,7.24,4.57,1.5,9954
21881,4,6,5,59.4,59.0,6.92,7.01,4.14,1.21,9954
21882,3,6,2,60.0,61.0,7.48,7.43,4.47,1.5,9954
21883,3,6,2,62.9,56.0,7.34,7.22,4.58,1.5,9954
21884,4,6,3,60.1,57.0,6.96,7.01,4.2,1.22,9954
21885,1,6,2,59.7,65.0,7.46,7.34,4.42,1.5,9954
21886,2,4,4,63.1,56.0,6.44,6.39,4.05,1.01,9955
21887,4,9,2,62.3,57.0,7.82,7.88,4.89,1.87,9955
21888,3,3,1,59.1,58.0,7.48,7.45,4.41,1.52,9959
21889,2,3,1,59.8,63.0,7.44,7.38,4.43,1.5,9959
21890,3,8,4,61.7,59.0,7.46,7.41,4.59,1.56,9959
21891,3,7,2,60.1,60.0,7.45,7.39,4.46,1.52,9959
21892,2,8,3,63.8,59.0,7.29,7.23,4.63,1.5,9960
21893,3,8,4,62.2,58.0,7.46,7.55,4.67,1.61,9961
21894,4,4,1,61.6,56.0,7.54,7.62,4.67,1.61,9961
21895,2,3,5,60.2,58.0,6.51,6.57,3.94,1.01,9965
21896,2,5,7,59.6,62.0,6.47,6.56,3.88,1.01,9965
21897,4,4,3,61.4,57.0,6.73,6.76,4.14,1.15,9967
21898,3,5,0,58.7,61.0,8.33,8.31,4.88,2.06,9967
21899,2,6,6,61.8,55.0,6.79,6.83,4.21,1.2,9968
21900,3,6,1,62.2,58.0,7.62,7.55,4.72,1.65,9970
21901,2,6,2,62.5,56.0,7.32,7.36,4.59,1.53,9971
21902,2,5,7,63.5,59.0,6.29,6.41,4.03,1.01,9972
21903,4,8,3,61.1,55.0,7.54,7.48,4.59,1.59,9972
21904,3,5,1,60.3,59.0,7.6,7.55,4.57,1.59,9972
21905,2,7,2,62.5,59.0,7.26,7.37,4.57,1.52,9973
21906,4,8,1,60.9,59.0,7.48,7.55,4.58,1.58,9973
21907,2,7,4,63.5,59.0,7.59,7.52,4.8,1.71,9974
21908,4,7,2,62.2,56.0,7.73,7.7,4.8,1.76,9974
21909,2,8,4,60.7,60.0,7.43,7.49,4.53,1.51,9979
21910,1,8,1,63.2,58.0,7.66,7.75,4.87,1.8,9979
21911,3,6,4,60.6,57.0,7.14,7.09,4.31,1.32,9979
21912,4,6,4,62.6,56.0,7.05,7.0,4.4,1.32,9979
21913,3,5,6,60.8,58.0,6.56,6.46,3.96,1.02,9980
21914,2,6,7,59.4,61.0,6.92,6.95,4.12,1.2,9987
21915,2,7,2,61.0,55.0,7.35,7.44,4.51,1.5,9987
21916,3,6,4,60.2,60.0,7.2,7.12,4.31,1.33,9992
21917,4,5,4,61.7,56.0,6.93,6.92,4.27,1.25,9996
21918,4,5,1,62.9,55.0,7.28,7.26,4.57,1.5,9996
21919,2,6,2,62.8,57.0,7.19,7.3,4.55,1.5,9996
21920,3,8,3,62.5,58.0,7.52,7.45,4.68,1.7,9996
